国家,出发,到达,航司,航班号,班期,备注
澳大利亚,悉尼,上海,东航,MU562,周三,↓ 奖励
澳大利亚,悉尼,杭州,东航,MU712,周五,7.24 起
澳大利亚,悉尼,广州,南航,CZ326,周日,↓ 奖励
澳大利亚,悉尼,广州,南航,CZ326,周三,7.22 起
澳大利亚,悉尼,厦门,厦航,MF802,周日,↓ 奖励
澳大利亚,悉尼,厦门,厦航,MF802,周四,8.6 起
新西兰,奥克兰,上海,东航,MU780,周三,上航承运
新西兰,奥克兰,上海,新航,NZ289,周一,6.22 起
新西兰,奥克兰,广州,南航,CZ306,周日,↓ 奖励
新西兰,奥克兰,广州,南航,CZ306,周二,7.28 起
